title,author,google_id,recommender,recommender_count,category,publication_date,pages
The Planet Remade,Oliver Morton,-ZCkDwAAQBAJ,Patrick Collison,1,Business & Economics,2017,440
The Plant Paradox,Dr. Steven R Gundry MD,PwyxDAAAQBAJ,Jack Dorsey|Whitney Wolfe Herd,2,Health & Fitness,2017,416
The Player of Games,Iain M. Banks,GsCT8lPbYFMC,Elon Musk|Mark Zuckerberg|Stewart Brand,3,Fiction,2009,416
The Pleasure of Finding Things Out,Richard P. Feynman,WO9D_BaDDhkC,Brian Armstrong|Larry Page,2,Science,2005,300
The Plot Against America,Philip Roth,J2h8mDeDU5UC,Daniel Pink,1,Fiction,2004,400
The Poisonwood Bible,Barbara Kingsolver,QJ0JmYmeHFAC,Oprah Winfrey,1,Fiction,2008,640
The Polarized Presidency of George W. Bush,George C. Edwards III,-2eYDwAAQBAJ,Ezra Klein,1,Political Science,2012,272
The Politics and Development of the Federal Income Tax,John F. Witte,Mf_kfzLi-msC,Paul Graham,1,Business & Economics,1986,464
The Population Bomb,Paul R Ehrlich,8WxeQAAACAAJ,Paul Graham,1,Social Science,1971,201
The Post-American World,Fareed Zakaria,OYMdXxP3FrkC,Bill Gates,1,Political Science,2011,336
The Power Broker,Robert A. Caro,CWI-MQAACAAJ,Ryan Holiday,1,,2017,1246
The Power Of One,Bryce Courtenay,c1B4atNBSWwC,Ev Williams,1,Apartheid,2011,440
The Power of Habit,Charles Duhigg,3IWKOZM-8isC,Kelly Starrett|Max Levchin|Naval Ravikant|Ray Dalio|Scott Adams|Tim Ferriss,6,Self-Help,2013,371
The Power of Myth,Joseph Campbell,2GOIGuh5GJ4C,Bryan Callen|Dave Elitch|Naval Ravikant,3,Social Science,2011,320
The Power of Nice,Linda Kaplan Thaler,QlyeJIWQeHkC,Tom Peters,1,Business & Economics,2006,128
The Power of Now,Eckhart Tolle,sQYqRCIhFAMC,Kristen Ulmer|Naval Ravikant,2,"Body, Mind & Spirit",2010,256
The Power of Persuasion,Robert Levine,DdSPsxHX5BQC,Will MacAskill,1,Psychology,2003,278
The Power of Productivity,William W. Lewis,lSwLll6GNNcC,Marc Andreessen,1,Business & Economics,2005,368
The Power of Small,Linda Kaplan Thaler,Yeza2aaSLRMC,Tom Peters,1,Business & Economics,2011,160
The Power of a Positive No,William Ury,rwI2ZnCZMd8C,Muna AbuSulayman,1,Self-Help,2012,272
The Power to Compete,Hiroshi Mikitani,xumZBQAAQBAJ,Bill Gates,1,Business & Economics,2014,240
The Practice of the Presence of God,Brother Lawrence,FPnekNAS89kC,Krista Tippett,1,Religion,2011,132
The President Is Missing,Bill Clinton,DVnODgAAQBAJ,Doris Kearns Goodwin,1,Fiction,2018,528
The Presidential Biographies,David McCullough,1C4otAEACAAJ,Greg McKeown,1,Biography & Autobiography,2017,2352
The Presidents Club,Nancy Gibbs,AaJQJ1BLQ2MC,Peter Attia,1,History,2012,656
The Price of the Ticket,James Baldwin,dsauteQRd7UC,Sarah Lewis,1,Literary Criticism,1985,690
The Prince,Niccolò Machiavelli,bRdLCgAAQBAJ,Eric Ripert|Neil deGrasse Tyson|Ryan Holiday|Stewart Brand,4,Philosophy,2002,140
The Princeton Companion to Applied Mathematics,Nicholas J. Higham,ferEDwAAQBAJ,Patrick Collison,1,Mathematics,2019,375
The Princeton Companion to Mathematics,Timothy Gowers,1YBGAAAAQBAJ,Naval Ravikant,1,Mathematics,2010,141
The Principia,Isaac Newton,Tm0FAAAAQAAJ,Alan Kay|Neil deGrasse Tyson|Paul Graham,3,Celestial mechanics,1729,320
The Principles of Uncertainty,Maira Kalman,-TDJDwAAQBAJ,Caterina Fake,1,Art,2009,325
The Printing Revolution in Early Modern Europe,Elizabeth L. Eisenstein,2esYxPfbpjkC,Nick Szabo,1,Business & Economics,2012,401
The Prize,Daniel Yergin,C6pGQvVqNAoC,Bill Gates,1,Social Science,2012,928
The Professor in the Cage,Jonathan Gottschall,ZV2JDQAAQBAJ,Ben Shapiro,1,Social Science,2016,304
The Promise of Sleep,William C. Dement,ooaI3EMUbxEC,Mike Birbiglia,1,Health & Fitness,2000,556
The Prophet,Kahlil Gibran,n5BlBsFbGOQC,Jason Nemer|Kelly Slater|Naval Ravikant|Peter Mallouk|Tim Ferriss,5,Fiction,1997,80
The Proximity Principle,Ken Coleman,8gSTDwAAQBAJ,Dave Ramsey,1,Business & Economics,2019,240
The Psychedelic Explorer's Guide,James Fadiman,_V0oDwAAQBAJ,Michael Pollan|Peter Attia,2,"Body, Mind & Spirit",2011,352
The Psychedelic Journey of Marlene Dobkin de Rios,Marlene Dobkin de Rios Ph.D.,h10oDwAAQBAJ,Hamilton Morris,1,"Body, Mind & Spirit",2009,216
The Psychoanalytic Theory of Neurosis,Otto Fenichel M.D.,mBDtvgEACAAJ,Stanislav Grof,1,Neuroses,1945,703
The Psychology of Achievement,Brian Tracy,nr_6oAEACAAJ,Brian Armstrong,1,,1984,
The Pursuit of Wow!,Tom Peters,-kQzeeP6VxwC,Seth Godin,1,Business & Economics,2010,368
The Puzzle People,Thomas Starzl,vJ0gXePBjxwC,Peter Attia,1,Biography & Autobiography,2003,370
The Quantum and the Lotus,Matthieu Ricard,F-QpZMJ6b7QC,Eric Ripert,1,Religion,2009,320
The Queen of the Tearling,Erika Johansen,5VcZAwAAQBAJ,Emma Watson,1,Fiction,2014,448
The Quest,Daniel Yergin,3R-MDQAAQBAJ,Bill Gates,1,Business & Economics,2012,820
The Quest for Cosmic Justice,Thomas Sowell,5eU2KN9ChnEC,Ben Shapiro,1,Political Science,2001,224
The Quest for El Cid,Richard Fletcher,W-MIChVmZwQC,Paul Graham,1,Biography & Autobiography,1991,217
The Quiet American,Graham Greene,C8VQDwAAQBAJ,Richard Branson,1,Fiction,2018,180
The Qur'an,-,isDgI0-0Ip4C,Ayaan Hirsi Ali|Kevin Kelly|Sam Harris,3,Reference,2006,771
The Rape of Nanking,Iris Chang,8XnKuSxod8wC,Jocko Willink,1,History,2014,360
The Rational Optimist,Matt Ridley,YoVpW0zJIgYC,Bill Gates|John Arnold|Jordan Peterson|Marc Andreessen|Mark Zuckerberg|Naval Ravikant,6,Business & Economics,2010,480
The Reader,Bernhard Schlink,KSXJ06rpQmUC,Oprah Winfrey,1,Fiction,2011,224
The Reality Dysfunction,Peter F. Hamilton,ZChKHQAACAAJ,Adam Gazzaley,1,Fiction,1997,588
The Reasonableness of Christianity,John Locke,LKAUAAAAQAAJ,Peter Thiel,1,Apologetics,1696,307
The Reckoning,John Grisham,F8s-vgEACAAJ,Doris Kearns Goodwin,1,,2019,432
The Recollections of Rifleman Harris,Benjamin Harris,9khwCwAAQBAJ,Jocko Willink,1,History,2011,132
The Red Queen,Matt Ridley,dFXnk5TCHToC,Aubrey Marcus|Naval Ravikant|Nick Szabo,3,Science,2012,416
The Red and the Black,Stendhal,CFTNPwAACAAJ,Jordan Peterson,1,Fiction,2008,631
The Remains of the Day,Kazuo Ishiguro,MSurBex2xcUC,Emma Watson|Jeff Bezos,2,Fiction,2009,272
The Republic,Plato,YiDDAgAAQBAJ,Maria Popova|Mark Zuckerberg|Vlad Tenev,3,Literary Collections,2012,288
The Return,Hisham Matar,27D3DAEACAAJ,Barack Obama,1,Fathers and sons,2017,272
The Revenge of Geography,Robert D. Kaplan,MbhdAAAAQBAJ,Ben Shapiro,1,History,2013,414
The Richest Man in Babylon,George S. Clason,YgOKjwEACAAJ,DJ Vlad|Daymond John|Sophia Amoruso,3,,2011,92
The Ride of a Lifetime,Robert Iger,FIKMDwAAQBAJ,Brené Brown|Brian Chesky|Karlie Kloss|Tim Ferriss,4,Business & Economics,2019,272
The Rig Veda,Anonymous,fF72twEACAAJ,Stanislav Grof,1,,2013,799
The Right Stuff,Tom Wolfe,OZ_jQVH3oMwC,Richard Branson,1,History,2008,448
The Righteous Mind,Jonathan Haidt,U21BxGfm3RUC,A.J. Jacobs,1,Philosophy,2013,500
The Rise and Fall of American Growth,Robert J. Gordon,jXGYDwAAQBAJ,Bill Gates|Patrick Collison,2,Business & Economics,2017,784
The Rise and Fall of Violent Crime in America,Barry Latzer,A2BOvgAACAAJ,Ben Shapiro,1,History,2017,424
The Rise and Fall of the Third Reich,William L. Shirer,sY8svb-MNUwC,Jordan Peterson,1,History,1990,1249
"The Rise of Statistical Thinking, 1820-1900",Theodore M. Porter,5a2a3jlBNb0C,Jordan Peterson,1,Science,1986,333
The Rise of Superman,Steven Kotler,Rj3YAgAAQBAJ,Adam Fisher|Chase Jarvis|Jason Silva|Marc Andreessen,4,Business & Economics,2014,234
The Rise of the West,William H. McNeill,_RsPrzrsAvoC,Stewart Brand,1,History,2009,860
The Rites of Passage,Arnold van Gennep,QS7-AQAAQBAJ,Stanislav Grof,1,Social Science,2013,208
The River of Doubt,Candice Millard,paSe7yZGUfEC,Ryan Holiday,1,History,2009,432
The Road,Cormac McCarthy,VcZtDwAAQBAJ,Aubrey Marcus|Jocko Willink|Joel McHale|Oprah Winfrey,4,Fiction,2019,
The Road,Jack Kerouac,4w1vQRkAVxYC,Josh Waitzkin,1,Fiction,2002,307
The Road to Character,David Brooks,mz63BQAAQBAJ,Bill Gates|Howard Schultz,2,Self-Help,2015,320
The Road to Eleusis,R. Gordon Wasson,lZXpO_3szpsC,Stanislav Grof,1,History,2008,167
The Road to Wigan Pier,George Orwell,SgucCwAAQBAJ,David Heinemeier Hansson|Jordan Peterson,2,Philosophy,2016,177
The Robber Barons,Matthew Josephson,UMLzXFrGjXIC,Larry Ellison,1,Business & Economics,1962,474
The Robert Collier Letter Book,Robert Collier,6vPGDwAAQBAJ,Ramit Sethi,1,Business & Economics,2019,
The Role of the Individual in History,Georgii Valentinovich Plekhanov,kDe3xwEACAAJ,Ray Dalio,1,Historical materialism,1940,58
The Rommel Papers,B. H. Liddell-Hart,FQZHCgAAQBAJ,Peter Attia,1,History,2015,848
The Rooster Bar,John Grisham,UuRWuwEACAAJ,Doris Kearns Goodwin,1,Fraud,2018,441
The Rosie Effect,Graeme Simsion,gYveAwAAQBAJ,Bill Gates,1,Fiction,2014,352
The Rosie Project,Graeme Simsion,Z_krwj_IZiIC,Bill Gates,1,Fiction,2013,304
The Rural Life,Verlyn Klinkenborg,gVQ5AQAAQBAJ,Samin Nosrat,1,Nature,2007,300
The Russia House,John le Carré,rAMmwyICzRoC,Malcolm Gladwell,1,Fiction,2004,368
The Sacred Mushroom and The Cross,John M. Allegro,ubbprQEACAAJ,Joe Rogan,1,,2014,144
The Sacred and The Profane,Mircea Eliade,zBzzv977CLgC,Jordan Peterson,1,Religion,1959,256
The Sales Acceleration Formula,Mark Roberge,TO5ACgAAQBAJ,Noah Kagan,1,Business & Economics,2015,224
The Salmon of Doubt,Douglas Adams,xU3m_s5O7yMC,Naval Ravikant,1,Fiction,2012,336
The Sandman,Neil Gaiman,AfW0AAAAQBAJ,Naval Ravikant,1,Comics & Graphic Novels,2010,
The Scandal of Money,George Gilder,g4u0CwAAQBAJ,Ben Shapiro,1,Business & Economics,2016,224
The Science of Hitting,Ted Williams,Li6ZPwAACAAJ,Warren Buffett,1,Sports & Recreation,2008,9
The Science of Words,George A. Miller,5SxvQgAACAAJ,Steven Pinker,1,"Grammar, Comparative and general",1996,276
The Sciences of the Artificial,Herbert A Simon,yYSkDwAAQBAJ,Alan Kay,1,Computers,2019,256
The Scientist in the Crib,Alison Gopnik,NgrWtwEACAAJ,Steve Jurvetson,1,Cognition,2001,279
The Score Takes Care of Itself,Bill Walsh,JehbNQEACAAJ,Jack Dorsey|Keith Rabois|Ron Conway|Ryan Holiday,4,Business & Economics,2010,251
The Scourge of the Swastika,Edward Frederick Langley Russell,V8MtAgAAQBAJ,Dr. Gabor Maté,1,History,2008,288
The Scramble for Africa,Thomas Pakenham,KwRMCgAAQBAJ,Patrick Collison,1,History,2015,768
The Screwtape Letters,C. S. Lewis,WOu8ZKUAgpEC,Dominic D'Agostino,1,Religion,2009,224
The Search,John Battelle,FAJ9DAAAQBAJ,Gary Vaynerchuk|Keith Rabois,2,Computers,2011,336
The Search for Modern China,Jonathan D. Spence,vI1RRslLNSwC,Edward Norton,1,History,1990,876
The Second Law,P. W. Atkins,98m6GP4QYmsC,Chris Young,1,Science,1994,216
The Second Machine Age,Erik Brynjolfsson,WiKwAgAAQBAJ,Tim O’Reilly,1,Business & Economics,2014,306
The Second Sex,Simone de Beauvoir,KuMtBQAAQBAJ,Laura R Walker,1,Social Science,2015,144
The Second Tree from the Corner,E. B. White,aOZHuwEACAAJ,Ben Stiller,1,,197?,242
The Second World War,John Keegan,HN_PQ1G8LAUC,Casey Neistat,1,History,2011,528
The Secret Life of Salvador Dalí,Salvador Dali,QLXDAgAAQBAJ,Naval Ravikant,1,Art,2013,432
The Secret of Selling Anything,Harry Browne,84lTzQEACAAJ,Scott Adams,1,Business & Economics,2020,144
The Selfish Gene,Richard Dawkins,WkHO9HI7koEC,Bob Metcalfe|Brian Armstrong|Charlie Munger|Ev Williams|Matt Ridley|Nick Szabo|Phil Libin,7,Literary Criticism,1989,352
The Sellout,Paul Beatty,ISQcDAAAQBAJ,Jerrod Carmichael,1,Fiction,2016,304
The Serengeti Rules,Sean B. Carroll,a3GYDwAAQBAJ,Ray Dalio,1,Science,2017,288
The Serpent and the Rainbow,Wade Davis,NAs-JZ1MhoMC,Hamilton Morris,1,Social Science,2010,304
The Seven Mysteries of Life,Guy Murchie,Cq0AqNmeaHYC,Rainn Wilson,1,Science,1999,690
The Seven Spiritual Laws of Success,Deepak Chopra,fU5FxU3XNAEC,Big Sean,1,Self-Help,2010,128
The Seven Storey Mountain,Thomas Merton,Oe8k-L0_bVkC,Krista Tippett,1,Biography & Autobiography,1998,496
The Seven-Day Weekend,Ricardo Semler,eUWcDAEACAAJ,Ev Williams,1,Business & Economics,2004,246
The Seventh Sense,Joshua Cooper Ramo,CSoRvgAACAAJ,Reid Hoffman,1,Social Science,2018,352
The Shack,William P. Young,w6Z48NigUUgC,Ashton Kutcher,1,Fiction,2008,256
The Shadow of the Wind,Carlos Ruiz Zafon,GKlCDwAAQBAJ,Emma Watson,1,Fiction,2014,528
The Shallows,Nicholas Carr,-HuqDwAAQBAJ,Tara Brach,1,Science,2020,320
The Shareholder Value Myth,Lynn Stout,tdNgyImQjicC,Tom Peters,1,Business & Economics,2012,134
The Signal and the Noise,Nate Silver,ekWLDQAAQBAJ,Bill Gates,1,Business & Economics,2015,534
The Simple Path to Wealth,J L Collins,yRaMDAEACAAJ,Mr. Money Mustache,1,,2016,286
The Singularity Is Near,Ray Kurzweil,88U6hdUi6D0C,Brian Armstrong|Jason Silva|Marc Goodman|Peter Diamandis|Steve Aoki|Stewart Brand,6,Science,2005,652
The Sixth Extinction,Elizabeth Kolbert,wlnCAwAAQBAJ,Bill Gates,1,Environmental disasters,2014,319
The Sleep Revolution,Arianna Huffington,_BdDDgAAQBAJ,Emma Watson,1,Psychology,2017,416
The Sleepeasy Solution,Jennifer Waldburger,VnWjAgAAQBAJ,Ashton Kutcher,1,Family & Relationships,2007,287
The Sleepwalkers,Arthur Koestler,tgUXAQAAMAAJ,Stewart Brand,1,Religion,1968,624
The Slight Edge,Jeff Olson,MdpiAQAAQBAJ,Ryan Flaherty,1,Self-Help,2013,280
The Smartest Guys in the Room,Bethany McLean,oH_Y3ruj6FQC,Warren Buffett,1,Business & Economics,2013,480
The Smartest Investment Book You'll Ever Read,Daniel R. Solin,mmt0teKLY8kC,Tim Ferriss,1,Business & Economics,2006,179
The Snowball,Alice Schroeder,NCB3ULgTzhkC,DJ Vlad,1,Business & Economics,2009,832
The Social Animal,Elliot Aronson,_Cgus0bHvIQC,Ramit Sethi,1,Psychology,2004,431
The Social Life of Information,John Seely Brown,dynuDAAAQBAJ,Ev Williams,1,Business & Economics,2017,352
The Social Photo,Nathan Jurgenson,7FlnDwAAQBAJ,Evan Spiegel,1,Photography,2019,144
The Song of Achilles,Madeline Miller,FrXsTNgkEqgC,J.K. Rowling,1,Fiction,2011,352
The Sorrows of Young Werther,Johann Wolfgang von Goethe,3UK8AQAAQBAJ,Ed Cooke,1,Fiction,2012,96
The Soul of A New Machine,Tracy Kidder,JP0odQpUKUYC,Paul Graham,1,Computers,2011,293
The Souls of Black Folk,W. E. B. Du Bois,pDPCAgAAQBAJ,Jesse Williams,1,Literary Collections,2012,176
The Sound and the Fury,William Faulkner,C_muDwAAQBAJ,Oprah Winfrey,1,Fiction,2019,380
The Sound of the One Hand,Yoel Hoffman,PgofPxiw904C,Kevin Kelly,1,Fiction,2001,160
The Source,James A. Michener,5MpTHkStChsC,Ben Shapiro,1,Fiction,1983,1088
The Sovereign Individual,James Dale Davidson,WuQblPwwAjgC,Naval Ravikant|Ryan Shea,2,Business & Economics,1999,448
The Spectator,Joseph Addison,f1aJDAAAQBAJ,Paul Graham,1,Law,2016,272
The Spider Network,David Enrich,EoWIDAAAQBAJ,Marc Andreessen,1,Business & Economics,2017,528
The Spirit of St. Louis,Charles A. Lindbergh,lIld6SrHeW4C,Peter Diamandis,1,Biography & Autobiography,2003,576
The Spiritual Brain,Mario Beauregard,_HrXOxDHFbQC,Ray Dalio,1,Religion,2009,384
The Sports Gene,David Epstein,00eKDQAAQBAJ,Kelly Starrett,1,Health & Fitness,2014,352
The Spy Who Came in from the Cold,John le Carré,q12zJDgiEzkC,Malcolm Gladwell,1,Fiction,2001,224
The Srimad Devi Bhagavatam,-,WLSeAwAAQBAJ,David Lynch,1,Social Science,2013,525
The Stars,H. A. Rey,QiOsr9xanRoC,Caroline Paul,1,Juvenile Nonfiction,2008,160
The Start-up of You,Reid Hoffman,uWdSEALLNYEC,Michael McCullough,1,Business & Economics,2012,304
The Startup Way,Eric Ries,G8cPDgAAQBAJ,Paul Graham,1,Business & Economics,2017,400
The Stone Angel,Margaret Laurence,9xhPIF6xv-wC,Jordan Peterson,1,Fiction,1993,308
The Stories of Vladimir Nabokov,Vladimir Nabokov,eAQhuAZzfYIC,Safi Bahcall,1,Fiction,2011,704
The Story of Edgar Sawtelle,David Wroblewski,CAxtwAyUlYQC,Oprah Winfrey,1,Fiction,2009,608
The Story of Philosophy,Will Durant,PXIg5EOsbIQC,Naval Ravikant,1,Biography & Autobiography,1961,543
The Story of Writing,Andrew Robinson,qo_WAAAAMAAJ,Stewart Brand,1,Science,2007,224
The Story of the Treasure Seekers,E. Nesbit,DkcdBQAAQBAJ,J.K. Rowling,1,Literary Criticism,2013,392
The Strange Death of Europe,Douglas Murray,Y6dxDwAAQBAJ,Marc Andreessen,1,Political Science,2018,384
The Stranger,Albert Camus,TAWfCgAAQBAJ,Kyle Maynard,1,Education,2015,
The Strangest Man,Graham Farmelo,-TT_z4llWoIC,Eric Weinstein,1,Biography & Autobiography,2009,560
The Strategy of Conflict,Thomas C. Schelling,7RkL4Z8Yg5AC,Steven Pinker,1,Political Science,1980,309
The Strongest Shall Survive,Bill Starr,P8sgNAAACAAJ,Pavel Tsatsouline,1,Football,1978,209
The Structure of Scientific Revolutions,Thomas S. Kuhn,3eP5Y_OOuzwC,Mark Zuckerberg|Paul Graham|Stanislav Grof|Steve Jobs,4,Science,2012,264
The Success Equation,Michael J. Mauboussin,MC_fgWrQXBgC,Keith Rabois,1,Business & Economics,2012,293
The Sun Does Shine,Anthony Ray Hinton,IBw0DwAAQBAJ,Oprah Winfrey,1,Biography & Autobiography,2018,272
The Super-Americans,John Bainbridge,6pcnAQAAMAAJ,Paul Graham,1,History,1972,395
The Surrender Experiment,Michael A. Singer,X4h5BAAAQBAJ,Naval Ravikant,1,Self-Help,2015,272
The Survival of the Bark Canoe,John McPhee,BEnRXfL7baEC,Daniel Pink|Nick Thompson,2,Social Science,1982,160
The Swerve,Stephen Greenblatt,SnQ_lQInytkC,Nick Kokonas,1,History,2011,368
The Symbolic Life,Carl Jung,ndI9AAAAIAAJ,Jordan Peterson,1,Psychoanalysis,1977,904
The Sympathizer,Viet Thanh Nguyen,dYYVBgAAQBAJ,Bill Gates,1,Fiction,2015,384
The System of the World,Isaac Newton,rEYUAAAAQAAJ,Neil deGrasse Tyson,1,Celestial mechanics,1728,154
The System of the World,Neal Stephenson,nwXbuwEACAAJ,Lewis Cantley,1,Fiction,2004,892
The TB12 Method,Tom Brady,tkk1DwAAQBAJ,Tony Robbins,1,Biography & Autobiography,2017,320
The Talent Code,Daniel Coyle,MR4hJcrc4B8C,Joe Rogan|Kelly Starrett|Peter Attia,3,Social Science,2010,256
"The Tao of Health, Sex, and Longevity",Daniel Reid,4bbSBgAAQBAJ,Kelly Slater,1,Family & Relationships,1989,405
The Tao of Leadership,John Heider,FoZ0BAAAQBAJ,Dustin Moskovitz,1,Business & Economics,2014,180
The Tao of Power,R.L. Wing,88SpAAAACAAJ,Jerzy Gregorek,1,Interpersonal relations,1986,23
The Teachings of Don Juan,Carlos Castaneda,C3dxDwAAQBAJ,Aubrey Marcus,1,Social Science,2016,240
The Telomere Effect,Dr. Elizabeth Blackburn,6C8aDAAAQBAJ,Jack Kornfield,1,Health & Fitness,2017,302
The Ten Commandments for Business Failure,Donald R. Keough,BxtBwF7LSE4C,Warren Buffett,1,Business & Economics,2011,196
The Terminal List,Jack Carr,1UtODwAAQBAJ,Jocko Willink,1,Fiction,2018,416
The Terrible Two,Jory John,r8UuBAAAQBAJ,Joel Stein,1,Juvenile Fiction,2015,224
The Theoretical Minimum,Leonard Susskind,LX2-AQAAQBAJ,Eric Weinstein,1,Science,2014,384
The Theory of Investment Value,John Burr Williams,RbXfngEACAAJ,Warren Buffett,1,Business & Economics,2014,650
The Things They Carried,Tim O'Brien,Op6eKrkxPq4C,Caroline Paul,1,Fiction,2009,256
The Third Chimpanzee,Jared Diamond,11EQBwAAQBAJ,Charlie Munger,1,Juvenile Nonfiction,2014,384
The Third Pillar,Raghuram Rajan,iy7xswEACAAJ,Vinod Khosla,1,,2019,
The Third Wave,Steve Case,BuulDgAAQBAJ,Naval Ravikant,1,Biography & Autobiography,2017,272
The Thirty Years War,C. V. Wedgwood,PvqmDAAAQBAJ,Ta-Nehisi Coates,1,History,2016,536
The Thousand Autumns of Jacob de Zoet,David Mitchell,VrnSugAACAAJ,Caterina Fake,1,Fiction,2012,839
The Three-Body Problem,Cixin Liu,T_WlBgAAQBAJ,Adam Savage|Liv Boeree|Mark Zuckerberg|Naval Ravikant|Tim Urban,5,Fiction,2015,400
The Tibetan Book of the Dead,Padmasambhava,9ft_tAEACAAJ,Stanislav Grof,1,Philosophy,2018,160
The Tiger,John Vaillant,WGvVohmSYXcC,Ryan Holiday,1,Fiction,2010,300
The Tiger's Wife,Téa Obreht,9vrv4byQkXEC,Caterina Fake,1,Fiction,2011,352
The Timeless Way of Building,Christopher Alexander,H6CE9hlbO8sC,Liz Lambert,1,Architecture,1979,552
The Tipping Point,Malcolm Gladwell,yBDBEGBIUmgC,Ev Williams|Joe Rogan|Mike Shinoda,3,Psychology,2006,288
The Toltec Art of Life and Death,Don Miguel Ruiz,K9loCAAAQBAJ,Aubrey Marcus|Aubrey Marcus,2,Self-Help,2015,400
The Tools,Phil Stutz,5QOdp_HJR0MC,Graham Duncan|Whitney Cummings,2,Self-Help,2012,288
The Top Five Regrets of the Dying,Bronnie Ware,_Fg8qzdvhwsC,"Mike Maples, Jr.",1,Self-Help,2011,229
The Total Money Makeover,Dave Ramsey,DpqPwAk8UvYC,Shay Carl,1,Business & Economics,2009,259
The Trachtenberg Speed System of Basic Mathematics,Jakow Trachtenberg,ZyqGDwAAQBAJ,Paul Graham,1,Mathematics,2011,272
The Transformed Cell,Steven A. Rosenberg,zyBhHAAACAAJ,Peter Attia,1,Cancer,1992,353
The Travels of Marco Polo,Marco Polo,SypYS7GO6UEC,Ricardo Semler,1,Asia,1845,368
The Treasure Hunt,Bill Cosby,G1PFQgAACAAJ,Oprah Winfrey,1,Juvenile Fiction,1997,40
The Trial,Franz Kafka,Dt7VtjyJmVwC,Kara Swisher,1,Fiction,2012,176
The Trident,Jason Redman,vRd7ngEACAAJ,Jocko Willink,1,Biography & Autobiography,2014,400
The True Believer,Eric Hoffer,pRxBBnyBvcYC,Eric Weinstein|George Raveling,2,Social Science,2011,192
The Truth about Carbs,Nate Miyaki,9qE9rgEACAAJ,Naval Ravikant,1,,2014,136
The Twelve Tribes of Hattie,Ayana Mathis,DwJVdWgKscwC,Oprah Winfrey,1,Fiction,2012,256
The Tycoons,Charles R. Morris,nDyoa2rMbSIC,Marc Andreessen,1,Biography & Autobiography,2006,400
The Ultimate Quotable Einstein,Albert Einstein,9GmYDwAAQBAJ,Warren Buffett,1,Reference,2013,608
The Ultimate Resource,Julian Lincoln Simon,wVyDwYqq5fMC,Kevin Kelly,1,Business & Economics,1998,734
The Ultimate Sales Machine,Chet Holmes,idJDnNZFW8IC,Noah Kagan,1,Business & Economics,2007,252
The Unbearable Lightness of Being,Milan Kundera,7QpErH6s8hcC,Alain de Botton|Ev Williams|Evan Spiegel|Justin Boreta,4,Fiction,2004,320
The Undercover Economist,Tim Harford,CFjupwQOgD4C,Naval Ravikant,1,Business & Economics,2012,293
The Underground Railroad,Colson Whitehead,i-XNCwAAQBAJ,Oprah Winfrey,1,Fiction,2016,320
The Undoing Project,Michael Lewis,nYXgtAEACAAJ,Mark Cuban|Ray Dalio,2,Biography & Autobiography,2017,489
The Uninhabitable Earth,David Wallace-Wells,f8K-uwEACAAJ,Vinod Khosla,1,,2019,320
The Unlikely Disciple,Kevin Roose,QhgbE5eCBzkC,A.J. Jacobs,1,Biography & Autobiography,2009,336
The Untethered Soul,Michael A. Singer,8PkhwjHjNUsC,Naval Ravikant|Ryan Hoover,2,"Body, Mind & Spirit",2009,392
The Unwritten,Mike Carey,d-ZSDQAAQBAJ,Naval Ravikant,1,Comics & Graphic Novels,2016,320
The Upanishads,Eknath Easwaran,rFQyA7SbPVsC,Caterina Fake,1,,2010,412
The Upside of Inequality,Edward Conard,Xr-2CgAAQBAJ,Ray Dalio,1,Business & Economics,2016,320
The Upside of Stress,Kelly McGonigal,T2oBDAAAQBAJ,Keith Rabois,1,Self-Help,2016,304
The Vagina Monologues,Eve Ensler,0JGMwO7Lo8kC,Emma Watson,1,Drama,2000,37
The Varieties of Religious Experience,William James,PetetwEACAAJ,Mark Zuckerberg,1,History,2018,558
The Velvet Rage,Alan Downs,KXhXzJNpyXwC,Soman Chainani,1,Social Science,2012,272
The Velveteen Rabbit,Margery Williams,e3YPclQk-dwC,Amanda Palmer,1,Juvenile Fiction,2011,36
The Visible Hand,Alfred D. Chandler Jr.,lAI3AwAAQBAJ,Paul Graham,1,Business & Economics,1993,624
The Vision of the Anointed,Thomas Sowell,4yKUDwAAQBAJ,Keith Rabois,1,Political Science,2019,320
The Vital Question,Nick Lane,IfJYBQAAQBAJ,Bill Gates,1,Science,2015,569
The Voice That Is Great Within Us,Hayden Carruth,flxaAAAAMAAJ,Debbie Millman,1,Poetry,1985,165
The War of Art,Steven Pressfield,sR3hAAAAQBAJ,Aubrey Marcus|Brian Koppelman|Daniel Pink|Derek Sivers|Joe Rogan|Lex Fridman|Marie Forleo|Ryan Holiday|Seth Godin|Soman Chainani,10,Self-Help,2002,192
The War on Cops,Heather Mac Donald,RI8fDAAAQBAJ,Ben Shapiro,1,Political Science,2016,248
The Warden,Anthony Trollope,s6rDAgAAQBAJ,Tim O’Reilly,1,Fiction,2013,176
The Warren Buffett Portfolio,Robert G. Hagstrom,ieLS_WwUmmwC,Charlie Munger,1,Business & Economics,2000,256
The Warren Buffett Way,Robert G. Hagstrom,xmgzFy71zUkC,Howard Marks,1,Business & Economics,2010,272
The Warrior Diet,Ori Hofmekler,J_s3yTwPhDoC,Charles Poliquin,1,Health & Fitness,2007,277
